jan-fev-mar 2012;fev-mar-abr 2012;mar-abr-mai 2012;abr-mai-jun 2012;mai-jun-jul 2012;jun-jul-ago 2012;jul-ago-set 2012;ago-set-out 2012;set-out-nov 2012;out-nov-dez 2012;nov-dez-jan 2013;dez-jan-fev 2013;jan-fev-mar 2013;fev-mar-abr 2013;mar-abr-mai 2013;abr-mai-jun 2013;mai-jun-jul 2013;jun-jul-ago 2013;jul-ago-set 2013;ago-set-out 2013;set-out-nov 2013;out-nov-dez 2013;nov-dez-jan 2014;dez-jan-fev 2014;jan-fev-mar 2014;fev-mar-abr 2014;mar-abr-mai 2014;abr-mai-jun 2014;mai-jun-jul 2014;jun-jul-ago 2014;jul-ago-set 2014;ago-set-out 2014;set-out-nov 2014;out-nov-dez 2014;nov-dez-jan 2015;dez-jan-fev 2015;jan-fev-mar 2015;fev-mar-abr 2015;mar-abr-mai 2015;abr-mai-jun 2015;mai-jun-jul 2015;jun-jul-ago 2015;jul-ago-set 2015;ago-set-out 2015;set-out-nov 2015;out-nov-dez 2015;nov-dez-jan 2016;dez-jan-fev 2016;jan-fev-mar 2016;fev-mar-abr 2016;mar-abr-mai 2016;abr-mai-jun 2016;mai-jun-jul 2016;jun-jul-ago 2016;jul-ago-set 2016;ago-set-out 2016;set-out-nov 2016;out-nov-dez 2016;nov-dez-jan 2017;dez-jan-fev 2017;jan-fev-mar 2017;fev-mar-abr 2017;mar-abr-mai 2017;abr-mai-jun 2017;mai-jun-jul 2017;jun-jul-ago 2017;jul-ago-set 2017;ago-set-out 2017;set-out-nov 2017;out-nov-dez 2017;nov-dez-jan 2018;dez-jan-fev 2018;jan-fev-mar 2018;fev-mar-abr 2018;mar-abr-mai 2018;abr-mai-jun 2018;mai-jun-jul 2018;jun-jul-ago 2018;jul-ago-set 2018;ago-set-out 2018;set-out-nov 2018;out-nov-dez 2018;nov-dez-jan 2019;dez-jan-fev 2019;jan-fev-mar 2019;fev-mar-abr 2019;mar-abr-mai 2019;abr-mai-jun 2019;mai-jun-jul 2019;jun-jul-ago 2019;jul-ago-set 2019;ago-set-out 2019;set-out-nov 2019;out-nov-dez 2019;nov-dez-jan 2020;dez-jan-fev 2020;jan-fev-mar 2020;fev-mar-abr 2020;mar-abr-mai 2020;abr-mai-jun 2020;mai-jun-jul 2020;jun-jul-ago 2020;jul-ago-set 2020;ago-set-out 2020;set-out-nov 2020;out-nov-dez 2020;nov-dez-jan 2021;dez-jan-fev 2021;jan-fev-mar 2021;fev-mar-abr 2021;mar-abr-mai 2021;abr-mai-jun 2021;mai-jun-jul 2021;jun-jul-ago 2021;jul-ago-set 2021;ago-set-out 2021;set-out-nov 2021;out-nov-dez 2021;nov-dez-jan 2022;dez-jan-fev 2022;jan-fev-mar 2022;fev-mar-abr 2022;mar-abr-mai 2022;abr-mai-jun 2022;mai-jun-jul 2022;jun-jul-ago 2022;jul-ago-set 2022;ago-set-out 2022;set-out-nov 2022;out-nov-dez 2022;nov-dez-jan 2023;dez-jan-fev 2023;jan-fev-mar 2023;fev-mar-abr 2023;mar-abr-mai 2023;abr-mai-jun 2023;mai-jun-jul 2023;jun-jul-ago 2023;jul-ago-set 2023
2768;2778;2771;2777;2792;2801;2796;2792;2790;2783;2794;2811;2827;2834;2836;2859;2878;2897;2897;2906;2894;2872;2869;2897;2930;2928;2922;2907;2901;2922;2932;2943;2923;2925;2929;2924;2925;2918;2905;2913;2893;2879;2878;2867;2846;2831;2840;2823;2836;2822;2831;2801;2803;2828;2825;2830;2836;2850;2860;2869;2885;2873;2869;2857;2859;2854;2869;2879;2892;2893;2904;2916;2914;2923;2924;2920;2909;2921;2909;2912;2915;2933;2950;2961;2948;2933;2913;2913;2906;2918;2918;2940;2953;2944;2950;2953;2978;3010;3060;3107;3144;3139;3142;3095;3063;3017;3010;2983;2992;2956;2954;2909;2883;2842;2792;2750;2714;2692;2719;2722;2733;2722;2740;2761;2800;2824;2862;2881;2908;2915;2928;2927;2934;2925;2920;2933;2943;2952;2982
